time,open,high,low,close,volume,spread
2023-01-02,1.06755,1.0707200000000001,1.06501,1.06636,20576,1e-05
2023-01-03,1.06657,1.06828,1.05192,1.05474,94765,1e-05
2023-01-04,1.0548,1.06347,1.05404,1.06055,88867,1e-05
2023-01-05,1.06065,1.0631,1.05146,1.0521,80830,1e-05
2023-01-06,1.05209,1.06475,1.04814,1.06388,80563,1e-05
2023-01-09,1.06406,1.07601,1.06406,1.07309,79753,8e-05
2023-01-10,1.07309,1.07588,1.07117,1.07338,77980,1e-05
2023-01-11,1.07338,1.07758,1.07252,1.07539,61533,1e-05
2023-01-12,1.07552,1.08667,1.07242,1.0848,90821,1e-05
2023-01-13,1.08478,1.0867499999999999,1.07801,1.08273,77500,1e-05
2023-01-16,1.08284,1.0873599999999999,1.0801,1.08222,50360,1e-05
2023-01-17,1.08227,1.08689,1.07739,1.079,77728,1e-05
2023-01-18,1.07915,1.08869,1.07659,1.07918,98505,1e-05
2023-01-19,1.07919,1.08395,1.07819,1.08299,73832,1e-05
2023-01-20,1.083,1.08585,1.08018,1.08549,59146,1e-05
2023-01-23,1.08661,1.09264,1.08458,1.08699,63182,1e-05
2023-01-24,1.08697,1.08975,1.08348,1.08858,58160,1e-05
2023-01-25,1.08858,1.09232,1.08569,1.09133,60921,1e-05
2023-01-26,1.09133,1.0929,1.08501,1.08902,59754,1e-05
2023-01-27,1.08907,1.08999,1.08373,1.08676,53426,2e-05
2023-01-30,1.08657,1.09133,1.08388,1.08507,61330,2e-05
2023-01-31,1.08509,1.08745,1.08017,1.08617,61803,2e-05
2023-02-01,1.08618,1.10001,1.08518,1.09874,69800,1e-05
2023-02-02,1.09874,1.10326,1.08852,1.09079,83973,1e-05
2023-02-03,1.09081,1.09397,1.07922,1.07938,74289,1e-05
2023-02-06,1.07871,1.07984,1.07091,1.07261,64287,2e-05
2023-02-07,1.07266,1.07662,1.06689,1.07289,77216,1e-05
2023-02-08,1.0729,1.0760399999999999,1.07076,1.07116,56683,1e-05
2023-02-09,1.07116,1.07904,1.07092,1.0739,57467,1e-05
2023-02-10,1.07391,1.07525,1.06659,1.06742,62423,2e-05
2023-02-13,1.06775,1.07295,1.0655000000000001,1.0723799999999999,49974,7e-05
2023-02-14,1.07235,1.0804,1.07064,1.07342,80497,1e-05
2023-02-15,1.07347,1.0744,1.06601,1.06879,64993,2e-05
2023-02-16,1.06884,1.0722,1.06539,1.06696,65302,1e-05
2023-02-17,1.06698,1.0698,1.06123,1.06905,57903,2e-05
2023-02-20,1.06915,1.07043,1.067,1.06851,35066,1e-05
2023-02-21,1.06851,1.06977,1.06371,1.06484,64309,1e-05
2023-02-22,1.0649,1.06637,1.05987,1.0605,62572,1e-05
2023-02-23,1.06053,1.06273,1.05766,1.05949,56352,1e-05
2023-02-24,1.05956,1.06141,1.05356,1.05434,65627,1e-05
2023-02-27,1.05436,1.06195,1.05325,1.06056,52964,2e-05
2023-02-28,1.06056,1.06446,1.05695,1.05786,54452,1e-05
2023-03-01,1.05798,1.0691,1.05649,1.0668,62831,1e-05
2023-03-02,1.06684,1.06724,1.05761,1.05976,56892,1e-05
2023-03-03,1.05979,1.06381,1.05878,1.06345,50779,1e-05
2023-03-06,1.06243,1.06939,1.06218,1.06815,55774,8e-05
2023-03-07,1.06815,1.06939,1.05439,1.05506,72585,1e-05
2023-03-08,1.05515,1.05735,1.05239,1.05429,63168,1e-05
2023-03-09,1.05428,1.05908,1.05376,1.05813,56659,8e-05
2023-03-10,1.0581,1.07002,1.05736,1.06386,98422,8e-05
2023-03-13,1.06917,1.0748199999999999,1.06498,1.07272,129334,7e-05
2023-03-14,1.07272,1.07493,1.06784,1.07317,100266,1e-05
2023-03-15,1.07317,1.07594,1.05157,1.05753,109797,2e-05
2023-03-16,1.05737,1.06352,1.05504,1.0612,101548,8e-05
2023-03-17,1.06118,1.06849,1.06079,1.06638,76687,1e-05
2023-03-20,1.06845,1.07304,1.06309,1.07188,81056,8e-05
2023-03-21,1.07184,1.07881,1.07035,1.07672,58327,7e-05
2023-03-22,1.07671,1.09118,1.07586,1.08577,65956,8e-05
2023-03-23,1.08592,1.09294,1.08231,1.08325,74961,1e-05
2023-03-24,1.0832600000000001,1.08383,1.07127,1.07577,84413,8e-05
2023-03-27,1.07645,1.07996,1.07445,1.07966,65311,1e-05
2023-03-28,1.0796999999999999,1.08481,1.07967,1.08405,56830,8e-05
2023-03-29,1.08405,1.08707,1.08173,1.08392,56290,1e-05
2023-03-30,1.08392,1.09259,1.0823,1.09045,58085,1e-05
2023-03-31,1.09045,1.09252,1.08361,1.08366,59679,2e-05
2023-04-03,1.08401,1.09162,1.07878,1.0901,61359,8e-05
2023-04-04,1.09008,1.09727,1.08824,1.09547,60930,2e-05
2023-04-05,1.0955,1.09691,1.08905,1.09057,56630,8e-05
2023-04-06,1.0906,1.09373,1.08842,1.09176,47024,7e-05
2023-04-07,1.09176,1.09236,1.08759,1.08974,17244,1e-05
2023-04-10,1.08967,1.09166,1.0830899999999999,1.08585,37433,2e-05
2023-04-11,1.08583,1.09275,1.08575,1.09105,47672,1e-05
2023-04-12,1.09105,1.09998,1.09105,1.09913,52339,1e-05
2023-04-13,1.09913,1.10673,1.09763,1.10448,48649,2e-05
2023-04-14,1.10445,1.10754,1.09718,1.09863,54155,1e-05
2023-04-17,1.09921,1.09992,1.09087,1.0925,49194,8e-05
2023-04-18,1.09252,1.09824,1.09218,1.09696,45573,1e-05
2023-04-19,1.09696,1.09835,1.09168,1.09554,50035,1e-05
2023-04-20,1.09565,1.0989,1.0933,1.09647,50715,1e-05
2023-04-21,1.09653,1.09933,1.09376,1.09793,50072,1e-05
2023-04-24,1.09863,1.10496,1.09653,1.10444,44537,2e-05
2023-04-25,1.10434,1.10666,1.09636,1.09737,52985,2e-05
2023-04-26,1.09724,1.10947,1.0968,1.10399,64229,8e-05
2023-04-27,1.10399,1.1063,1.09916,1.10212,55470,2e-05
2023-04-28,1.10209,1.10445,1.0962,1.10128,66993,7e-05
2023-05-01,1.10177,1.10351,1.09639,1.09743,44805,8e-05
2023-05-02,1.09732,1.1007500000000001,1.09417,1.10007,57258,2e-05
2023-05-03,1.10017,1.1091199999999999,1.1,1.10603,61657,2e-05
2023-05-04,1.10603,1.1091199999999999,1.0985800000000001,1.10127,71576,8e-05
2023-05-05,1.10119,1.10474,1.09662,1.10159,52416,1e-05
2023-05-08,1.10208,1.10532,1.09988,1.10031,41951,1e-05
2023-05-09,1.1004,1.1004,1.09407,1.09496,44603,1e-05
2023-05-10,1.09488,1.10063,1.09411,1.09812,52992,1e-05
2023-05-11,1.09813,1.09975,1.08997,1.0915,57232,1e-05
2023-05-12,1.0915,1.0935,1.08467,1.08467,44799,1e-05
2023-05-15,1.0853,1.08904,1.08448,1.08738,39998,1e-05
2023-05-16,1.0875,1.09042,1.08544,1.08612,47760,1e-05
2023-05-17,1.0861,1.08731,1.08098,1.08388,46055,1e-05
2023-05-18,1.08393,1.08475,1.0762,1.07698,42858,2e-05
2023-05-19,1.07705,1.08283,1.07595,1.08004,52360,1e-05
2023-05-22,1.08075,1.08307,1.07951,1.0811,49314,2e-05
2023-05-23,1.08109,1.08201,1.07597,1.07721,53021,2e-05
2023-05-24,1.07727,1.08008,1.07471,1.07493,53074,1e-05
2023-05-25,1.07494,1.07562,1.0707,1.07275,53813,8e-05
2023-05-26,1.07278,1.07581,1.07014,1.07205,51151,1e-05
2023-05-29,1.0722,1.07431,1.07051,1.0709,21310,2e-05
2023-05-30,1.07087,1.07461,1.0672,1.07319,56381,1e-05
2023-05-31,1.07318,1.07352,1.06346,1.06854,58890,2e-05
2023-06-01,1.06864,1.0768,1.06615,1.07587,56256,1e-05
2023-06-02,1.07587,1.07785,1.07048,1.07069,46950,1e-05
2023-06-05,1.07074,1.07219,1.06741,1.07116,46760,2e-05
2023-06-06,1.07111,1.07324,1.06665,1.06937,44178,1e-05
2023-06-07,1.06938,1.07392,1.0668,1.06981,47519,1e-05
2023-06-08,1.06983,1.07866,1.06963,1.07815,48120,1e-05
2023-06-09,1.07815,1.07846,1.07424,1.07434,41399,2e-05
2023-06-12,1.07462,1.07896,1.07327,1.07563,39963,1e-05
2023-06-13,1.07574,1.08231,1.07567,1.07888,50820,1e-05
2023-06-14,1.07888,1.08636,1.07733,1.0830899999999999,51516,1e-05
2023-06-15,1.0831,1.09522,1.08033,1.09412,50169,1e-05
2023-06-16,1.09444,1.09702,1.09175,1.09352,53173,8e-05
2023-06-19,1.09379,1.09458,1.09066,1.0921,32310,2e-05
2023-06-20,1.0921,1.09457,1.08917,1.09169,52876,2e-05
2023-06-21,1.09168,1.09903,1.09052,1.09835,57922,2e-05
2023-06-22,1.09835,1.10118,1.09481,1.09547,51570,1e-05
2023-06-23,1.09545,1.09578,1.08439,1.08882,58006,2e-05
2023-06-26,1.08955,1.09198,1.08868,1.09056,45131,8e-05
2023-06-27,1.09056,1.09762,1.09015,1.096,49320,2e-05
2023-06-28,1.09602,1.09621,1.08964,1.09127,51537,7e-05
2023-06-29,1.09133,1.09409,1.08597,1.08634,51069,1e-05
2023-06-30,1.08635,1.09314,1.08349,1.09078,51601,1e-05
2023-07-03,1.09071,1.09335,1.08699,1.09102,44022,2e-05
2023-07-04,1.0911,1.0916,1.08765,1.08792,28704,1e-05
2023-07-05,1.08792,1.0907499999999999,1.08499,1.08542,47342,1e-05
2023-07-06,1.0854300000000001,1.09003,1.08335,1.08878,62455,1e-05
2023-07-07,1.08884,1.09729,1.08667,1.0964,57790,1e-05
2023-07-10,1.09652,1.1001400000000001,1.0943100000000001,1.09994,51288,2e-05
2023-07-11,1.09997,1.10267,1.09766,1.1006,49423,1e-05
2023-07-12,1.10067,1.11399,1.10063,1.11283,59382,1e-05
2023-07-13,1.1129,1.12276,1.11286,1.12235,56475,7e-05
2023-07-14,1.12235,1.12445,1.12038,1.1222,53951,2e-05
2023-07-17,1.12289,1.12485,1.12029,1.12363,44233,2e-05
2023-07-18,1.12379,1.12753,1.12085,1.12274,55496,2e-05
2023-07-19,1.12272,1.12397,1.1173899999999999,1.11998,57211,1e-05
2023-07-20,1.11998,1.12287,1.11181,1.11344,56165,1e-05
2023-07-21,1.11347,1.11446,1.11075,1.11256,49039,7e-05
2023-07-24,1.11295,1.11466,1.10599,1.10626,55435,1e-05
2023-07-25,1.10625,1.10865,1.10205,1.10562,49675,7e-05
2023-07-26,1.10567,1.11062,1.10375,1.10866,60989,1e-05
2023-07-27,1.10864,1.11492,1.09656,1.09767,71667,6e-05
2023-07-28,1.0977,1.10473,1.09432,1.10128,75475,1e-05
2023-07-31,1.1018,1.10454,1.09914,1.09968,52676,1e-05
2023-08-01,1.09961,1.10194,1.0952,1.10181,48580,1e-05
2023-08-02,1.10151,1.10179,1.09177,1.0937999999999999,60478,7e-05
2023-08-03,1.0939,1.09625,1.09119,1.09478,61213,1e-05
2023-08-04,1.09478,1.10415,1.09346,1.10006,56929,1e-05
2023-08-07,1.10106,1.10138,1.09651,1.10029,45165,6e-05
2023-08-08,1.10029,1.10106,1.09289,1.09539,52608,1e-05
2023-08-09,1.09527,1.0995,1.09514,1.09758,45532,2e-05
2023-08-10,1.09764,1.10646,1.09669,1.09826,61337,1e-05
2023-08-11,1.09826,1.10045,1.09426,1.0944,50759,1e-05
2023-08-14,1.09474,1.09599,1.08744,1.09045,54725,1e-05
2023-08-15,1.09045,1.09519,1.08952,1.09025,64670,1e-05
2023-08-16,1.09027,1.09342,1.08683,1.08811,60490,1e-05
2023-08-17,1.08825,1.09177,1.08561,1.08671,63766,6e-05
2023-08-18,1.08671,1.08935,1.08446,1.0868,53900,7e-05
2023-08-21,1.08744,1.09134,1.08691,1.0895299999999999,50699,1e-05
2023-08-22,1.08958,1.093,1.08327,1.08444,45986,1e-05
2023-08-23,1.08447,1.0871,1.0802100000000001,1.08619,58724,1e-05
2023-08-24,1.08617,1.08762,1.08046,1.08119,53790,1e-05
2023-08-25,1.08119,1.08412,1.0765500000000001,1.07942,59628,7e-05
2023-08-28,1.07962,1.08222,1.0793,1.08186,43713,2e-05
2023-08-29,1.08191,1.08917,1.07819,1.08781,56234,1e-05
2023-08-30,1.08781,1.09451,1.08548,1.09231,56317,2e-05
2023-08-31,1.09236,1.09391,1.08346,1.08414,54652,1e-05
2023-09-01,1.08414,1.08814,1.07698,1.07698,58819,1e-05
2023-09-04,1.07731,1.08085,1.07711,1.07937,27932,1e-05
2023-09-05,1.07942,1.07981,1.07061,1.07218,53807,1e-05
2023-09-06,1.07227,1.07485,1.0702,1.0723799999999999,52266,2e-05
2023-09-07,1.07239,1.07314,1.06859,1.06964,49336,1e-05
2023-09-08,1.0695999999999999,1.07433,1.06938,1.06993,48987,1e-05
2023-09-11,1.0715,1.07589,1.07074,1.07493,50800,1e-05
2023-09-12,1.07497,1.07684,1.07051,1.07589,46374,1e-05
2023-09-13,1.07587,1.07644,1.07107,1.07293,57984,2e-05
2023-09-14,1.07293,1.07518,1.06314,1.06423,60403,1e-05
2023-09-15,1.06423,1.06874,1.06328,1.06535,51338,1e-05
2023-09-18,1.06627,1.06985,1.06543,1.06913,42528,1e-05
2023-09-19,1.06915,1.07177,1.06673,1.06785,45466,1e-05
2023-09-20,1.06778,1.07365,1.06499,1.0663,55506,1e-05
2023-09-21,1.0663,1.06732,1.06165,1.06576,55519,1e-05
2023-09-22,1.0658,1.06715,1.06147,1.0642800000000001,53505,1e-05
2023-09-25,1.0643,1.06552,1.05751,1.05908,46674,1e-05
2023-09-26,1.05904,1.06088,1.05604,1.05698,50024,1e-05
2023-09-27,1.05698,1.05738,1.04877,1.05041,58000,1e-05
2023-09-28,1.05037,1.05785,1.04907,1.05635,64480,1e-05
2023-09-29,1.05631,1.06167,1.05577,1.0572300000000001,66249,1e-05
2023-10-02,1.05666,1.05916,1.04718,1.04784,59097,1e-05
2023-10-03,1.04784,1.04933,1.0448,1.04637,63899,1e-05
2023-10-04,1.04638,1.05319,1.0451,1.05058,70570,1e-05
2023-10-05,1.05058,1.05514,1.04997,1.05489,69760,1e-05
2023-10-06,1.05489,1.05997,1.04822,1.05836,69789,1e-05
2023-10-09,1.05544,1.0574,1.05192,1.0565,62276,1e-05
2023-10-10,1.0565,1.06194,1.05542,1.06043,75091,1e-05
2023-10-11,1.0602800000000001,1.06345,1.05798,1.0619,68742,1e-05
2023-10-12,1.0619,1.06393,1.0517,1.053,63029,1e-05
2023-10-13,1.053,1.05582,1.04952,1.0507,70358,1e-05
2023-10-16,1.05204,1.05625,1.05142,1.05578,55724,1e-05
2023-10-17,1.05578,1.05946,1.05326,1.0575,60606,1e-05
2023-10-18,1.0575,1.0594,1.05229,1.05355,62778,1e-05
2023-10-19,1.05355,1.06164,1.05278,1.05816,74607,1e-05
2023-10-20,1.05811,1.06034,1.05647,1.05923,58239,1e-05
2023-10-23,1.05932,1.06775,1.05712,1.06676,56519,1e-05
2023-10-24,1.06677,1.06942,1.05759,1.05909,56521,1e-05
2023-10-25,1.05905,1.06063,1.05541,1.05667,52757,2e-05
2023-10-26,1.05669,1.05689,1.05221,1.05595,63185,1e-05
2023-10-27,1.05596,1.05968,1.05351,1.05631,54996,1e-05
2023-10-30,1.05652,1.06249,1.05468,1.06144,54077,1e-05
2023-10-31,1.06143,1.06746,1.05572,1.0574,64691,1e-05
2023-11-01,1.0574,1.05803,1.05164,1.05669,73331,1e-05
2023-11-02,1.05684,1.06673,1.05678,1.06201,58732,1e-05
2023-11-03,1.06205,1.07465,1.06144,1.07286,59790,1e-05
2023-11-06,1.0725500000000001,1.0756000000000001,1.07106,1.07196,48757,1e-05
2023-11-07,1.07207,1.07219,1.06639,1.06973,59484,1e-05
2023-11-08,1.06977,1.07158,1.06589,1.07069,59935,1e-05
2023-11-09,1.07069,1.07252,1.06598,1.06677,63767,1e-05
2023-11-10,1.0668,1.06926,1.06559,1.06839,55654,1e-05
2023-11-13,1.06842,1.0706,1.06647,1.06978,46807,1e-05
2023-11-14,1.06984,1.08872,1.06926,1.08722,57457,1e-05
2023-11-15,1.08725,1.08853,1.08312,1.08476,57246,1e-05
2023-11-16,1.08477,1.0895299999999999,1.08298,1.08518,58089,1e-05
2023-11-17,1.08517,1.0914,1.08246,1.09127,57433,1e-05
2023-11-20,1.09098,1.09517,1.08972,1.09399,58339,1e-05
2023-11-21,1.09402,1.09649,1.08998,1.09098,60326,1e-05
2023-11-22,1.09089,1.09227,1.08521,1.08859,61316,1e-05
2023-11-23,1.0883,1.093,1.0883,1.09051,38134,1e-05
2023-11-24,1.09059,1.09483,1.08947,1.09332,47336,2e-05
2023-11-27,1.09439,1.0959,1.0924800000000001,1.09535,56541,2e-05
2023-11-28,1.09535,1.10086,1.09341,1.09928,63249,2e-05
2023-11-29,1.09931,1.10169,1.09598,1.09711,68675,1e-05
2023-11-30,1.09713,1.09836,1.08754,1.08907,72760,2e-05
2023-12-01,1.08907,1.09125,1.08286,1.08785,72931,6e-05
2023-12-04,1.08821,1.08946,1.08038,1.08348,71099,1e-05
2023-12-05,1.08338,1.08471,1.07779,1.07965,67639,1e-05
2023-12-06,1.07963,1.08043,1.07584,1.0766,60675,1e-05
2023-12-07,1.0766,1.08173,1.07549,1.0792,72981,1e-05
2023-12-08,1.0792,1.08004,1.07232,1.07583,75589,1e-05
2023-12-11,1.07607,1.07788,1.07413,1.07636,59661,1e-05
2023-12-12,1.07633,1.08279,1.07608,1.07956,61654,1e-05
2023-12-13,1.07959,1.08962,1.07728,1.08764,71040,1e-05
2023-12-14,1.08764,1.10089,1.08754,1.09911,93351,1e-05
2023-12-15,1.09912,1.10034,1.08886,1.08937,78283,1e-05
2023-12-18,1.08946,1.09308,1.08918,1.09212,59855,1e-05
2023-12-19,1.0922,1.09872,1.09145,1.09821,67098,1e-05
2023-12-20,1.09829,1.09829,1.09296,1.0943,65974,1e-05
2023-12-21,1.09433,1.10123,1.0935,1.1008,73115,1e-05
2023-12-22,1.10079,1.10398,1.09936,1.10134,65304,1e-05
2023-12-25,1.10132,1.10174,1.09998,1.10104,832,0.00024
2023-12-26,1.10151,1.10448,1.10083,1.10399,34287,1e-05
2023-12-27,1.10402,1.11224,1.10283,1.11045,51960,1e-05
2023-12-28,1.11037,1.11392,1.10548,1.10613,58186,1e-05
2023-12-29,1.10614,1.10839,1.10337,1.10356,58800,1e-05
2024-01-01,1.10436,1.10451,1.10411,1.10431,389,0.00011
